"X1","X2","Weight"
-1,-1,112.08
-1,-0.96,110.644752
-1,-0.92,109.180608
-1,-0.88,107.687568
-1,-0.84,106.165632
-1,-0.8,104.6148
-1,-0.76,103.035072
-1,-0.72,101.426448
-1,-0.68,99.788928
-1,-0.64,98.122512
-1,-0.6,96.4272
-1,-0.56,94.702992
-1,-0.52,92.949888
-1,-0.48,91.167888
-1,-0.44,89.356992
-1,-0.4,87.5172
-1,-0.36,85.648512
-1,-0.32,83.750928
-1,-0.28,81.824448
-1,-0.24,79.869072
-1,-0.2,77.8848
-1,-0.16,75.871632
-1,-0.12,73.829568
-1,-0.08,71.758608
-1,-0.04,69.658752
-1,0,67.53
-1,0.04,65.372352
-1,0.08,63.185808
-1,0.12,60.970368
-1,0.16,58.726032
-1,0.2,56.4528
-1,0.24,54.150672
-1,0.28,51.819648
-1,0.32,49.459728
-1,0.36,47.070912
-1,0.4,44.6532
-1,0.44,42.206592
-1,0.48,39.731088
-1,0.52,37.226688
-1,0.56,34.693392
-1,0.6,32.1312
-1,0.64,29.540112
-1,0.68,26.920128
-1,0.72,24.271248
-1,0.76,21.593472
-1,0.8,18.8868
-1,0.84,16.151232
-1,0.88,13.386768
-1,0.92,10.593408
-1,0.96,7.77115200000003
-1,1,4.91999999999999
-0.96,-1,112.615568
-0.96,-0.96,111.189632
-0.96,-0.92,109.7348
-0.96,-0.88,108.251072
-0.96,-0.84,106.738448
-0.96,-0.8,105.196928
-0.96,-0.76,103.626512
-0.96,-0.72,102.0272
-0.96,-0.68,100.398992
-0.96,-0.64,98.741888
-0.96,-0.6,97.055888
-0.96,-0.56,95.340992
-0.96,-0.52,93.5972
-0.96,-0.48,91.824512
-0.96,-0.44,90.022928
-0.96,-0.4,88.192448
-0.96,-0.36,86.333072
-0.96,-0.32,84.4448
-0.96,-0.28,82.527632
-0.96,-0.24,80.581568
-0.96,-0.2,78.606608
-0.96,-0.16,76.602752
-0.96,-0.12,74.57
-0.96,-0.08,72.508352
-0.96,-0.04,70.417808
-0.96,0,68.298368
-0.96,0.04,66.150032
-0.96,0.08,63.9728
-0.96,0.12,61.766672
-0.96,0.16,59.531648
-0.96,0.2,57.267728
-0.96,0.24,54.974912
-0.96,0.28,52.6532
-0.96,0.32,50.302592
-0.96,0.36,47.923088
-0.96,0.4,45.514688
-0.96,0.44,43.077392
-0.96,0.48,40.6112
-0.96,0.52,38.116112
-0.96,0.56,35.592128
-0.96,0.6,33.039248
-0.96,0.64,30.457472
-0.96,0.68,27.8468
-0.96,0.72,25.207232
-0.96,0.76,22.538768
-0.96,0.8,19.841408
-0.96,0.84,17.115152
-0.96,0.88,14.36
-0.96,0.92,11.575952
-0.96,0.96,8.76300800000001
-0.96,1,5.92116799999999
-0.92,-1,113.147072
-0.92,-0.96,111.730448
-0.92,-0.92,110.284928
-0.92,-0.88,108.810512
-0.92,-0.84,107.3072
-0.92,-0.8,105.774992
-0.92,-0.76,104.213888
-0.92,-0.72,102.623888
-0.92,-0.68,101.004992
-0.92,-0.64,99.3572
-0.92,-0.6,97.680512
-0.92,-0.56,95.974928
-0.92,-0.52,94.240448
-0.92,-0.48,92.477072
-0.92,-0.44,90.6848
-0.92,-0.4,88.863632
-0.92,-0.36,87.013568
-0.92,-0.32,85.134608
-0.92,-0.28,83.226752
-0.92,-0.24,81.29
-0.92,-0.2,79.324352
-0.92,-0.16,77.329808
-0.92,-0.12,75.306368
-0.92,-0.08,73.254032
-0.92,-0.04,71.1728
-0.92,0,69.062672
-0.92,0.04,66.923648
-0.92,0.08,64.755728
-0.92,0.12,62.558912
-0.92,0.16,60.3332
-0.92,0.2,58.078592
-0.92,0.24,55.795088
-0.92,0.28,53.482688
-0.92,0.32,51.141392
-0.92,0.36,48.7712
-0.92,0.4,46.372112
-0.92,0.44,43.944128
-0.92,0.48,41.487248
-0.92,0.52,39.001472
-0.92,0.56,36.4868
-0.92,0.6,33.943232
-0.92,0.64,31.370768
-0.92,0.68,28.769408
-0.92,0.72,26.139152
-0.92,0.76,23.48
-0.92,0.8,20.791952
-0.92,0.84,18.075008
-0.92,0.88,15.329168
-0.92,0.92,12.554432
-0.92,0.96,9.75080000000003
-0.92,1,6.918272
-0.88,-1,113.674512
-0.88,-0.96,112.2672
-0.88,-0.92,110.830992
-0.88,-0.88,109.365888
-0.88,-0.84,107.871888
-0.88,-0.8,106.348992
-0.88,-0.76,104.7972
-0.88,-0.72,103.216512
-0.88,-0.68,101.606928
-0.88,-0.64,99.968448
-0.88,-0.6,98.301072
-0.88,-0.56,96.6048
-0.88,-0.52,94.879632
-0.88,-0.48,93.125568
-0.88,-0.44,91.342608
-0.88,-0.4,89.530752
-0.88,-0.36,87.69
-0.88,-0.32,85.820352
-0.88,-0.28,83.921808
-0.88,-0.24,81.994368
-0.88,-0.2,80.038032
-0.88,-0.16,78.0528
-0.88,-0.12,76.038672
-0.88,-0.08,73.995648
-0.88,-0.04,71.923728
-0.88,0,69.822912
-0.88,0.04,67.6932
-0.88,0.08,65.534592
-0.88,0.12,63.347088
-0.88,0.16,61.130688
-0.88,0.2,58.885392
-0.88,0.24,56.6112
-0.88,0.28,54.308112
-0.88,0.32,51.976128
-0.88,0.36,49.615248
-0.88,0.4,47.225472
-0.88,0.44,44.8068
-0.88,0.48,42.359232
-0.88,0.52,39.882768
-0.88,0.56,37.377408
-0.88,0.6,34.843152
-0.88,0.64,32.28
-0.88,0.68,29.687952
-0.88,0.72,27.067008
-0.88,0.76,24.417168
-0.88,0.8,21.7384320000001
-0.88,0.84,19.0308
-0.88,0.88,16.294272
-0.88,0.92,13.528848
-0.88,0.96,10.734528
-0.88,1,7.91131200000004
-0.84,-1,114.197888
